f 1m 1f 2m 2f 3m 3f 4m 4f 5m 5f 6m 6f 7m 7f 8m 8f jV0400m jV0400f jV0600m jV0600f jV0200m jV0200f jV0800m jV0800f
7.3907e+000 2.80634e+004 179.774 0.00000e+000 0.000 6.66672e-001 -0.075 0.00000e+000 0.000 2.53911e-001 -179.778 1.00000e+000 0.000 2.90566e+002 -0.226 0.00000e+000 0.000 5.21276e-008 -90.226 7.07600e-014 -89.884 2.80634e+000 179.774 3.50793e+000 -0.226
7.5646e+000 2.80634e+004 179.768 0.00000e+000 0.000 6.66671e-001 -0.077 0.00000e+000 0.000 2.53911e-001 -179.773 1.00000e+000 0.000 2.90566e+002 -0.232 0.00000e+000 0.000 5.33542e-008 -90.232 7.24251e-014 -89.882 2.80634e+000 179.768 3.50793e+000 -0.232
7.7426e+000 2.80634e+004 179.763 0.00000e+000 0.000 6.66671e-001 -0.079 0.00000e+000 0.000 2.53911e-001 -179.768 1.00000e+000 0.000 2.90566e+002 -0.237 0.00000e+000 0.000 5.46096e-008 -90.237 7.41293e-014 -89.879 2.80634e+000 179.763 3.50793e+000 -0.237
7.9248e+000 2.80634e+004 179.757 0.00000e+000 0.000 6.66671e-001 -0.081 0.00000e+000 0.000 2.53912e-001 -179.762 1.00000e+000 0.000 2.90566e+002 -0.243 0.00000e+000 0.000 5.58946e-008 -90.243 7.58737e-014 -89.876 2.80634e+000 179.757 3.50792e+000 -0.243
8.1113e+000 2.80634e+004 179.751 0.00000e+000 0.000 6.66671e-001 -0.083 0.00000e+000 0.000 2.53912e-001 -179.757 1.00000e+000 0.000 2.90566e+002 -0.249 0.00000e+000 0.000 5.72098e-008 -90.249 7.76591e-014 -89.873 2.80634e+000 179.751 3.50792e+000 -0.249
8.3022e+000 2.80634e+004 179.746 0.00000e+000 0.000 6.66671e-001 -0.084 0.00000e+000 0.000 2.53912e-001 -179.751 1.00000e+000 0.000 2.90566e+002 -0.254 0.00000e+000 0.000 5.85560e-008 -90.254 7.94866e-014 -89.870 2.80634e+000 179.746 3.50792e+000 -0.254
8.4975e+000 2.80634e+004 179.740 0.00000e+000 0.000 6.66671e-001 -0.086 0.00000e+000 0.000 2.53913e-001 -179.745 1.00000e+000 0.000 2.90565e+002 -0.260 0.00000e+000 0.000 5.99339e-008 -90.260 8.13570e-014 -89.867 2.80634e+000 179.740 3.50792e+000 -0.260
8.6975e+000 2.80633e+004 179.734 0.00000e+000 0.000 6.66671e-001 -0.089 0.00000e+000 0.000 2.53913e-001 -179.739 1.00000e+000 0.000 2.90565e+002 -0.266 0.00000e+000 0.000 6.13442e-008 -90.266 8.32715e-014 -89.864 2.80633e+000 179.734 3.50792e+000 -0.266
8.9022e+000 2.80633e+004 179.727 0.00000e+000 0.000 6.66670e-001 -0.091 0.00000e+000 0.000 2.53913e-001 -179.733 1.00000e+000 0.000 2.90565e+002 -0.273 0.00000e+000 0.000 6.27876e-008 -90.273 8.52310e-014 -89.861 2.80633e+000 179.727 3.50792e+000 -0.273
9.1116e+000 2.80633e+004 179.721 0.00000e+000 0.000 6.66670e-001 -0.093 0.00000e+000 0.000 2.53914e-001 -179.727 1.00000e+000 0.000 2.90565e+002 -0.279 0.00000e+000 0.000 6.42650e-008 -90.279 8.72367e-014 -89.857 2.80633e+000 179.721 3.50791e+000 -0.279
9.3260e+000 2.80633e+004 179.714 0.00000e+000 0.000 6.66670e-001 -0.095 0.00000e+000 0.000 2.53914e-001 -179.720 1.00000e+000 0.000 2.90565e+002 -0.286 0.00000e+000 0.000 6.57772e-008 -90.286 8.92895e-014 -89.854 2.80633e+000 179.714 3.50791e+000 -0.286
9.5455e+000 2.80633e+004 179.708 0.00000e+000 0.000 6.66670e-001 -0.097 0.00000e+000 0.000 2.53915e-001 -179.714 1.00000e+000 0.000 2.90565e+002 -0.292 0.00000e+000 0.000 6.73250e-008 -90.292 9.13906e-014 -89.851 2.80633e+000 179.708 3.50791e+000 -0.292
9.7701e+000 2.80633e+004 179.701 0.00000e+000 0.000 6.66669e-001 -0.099 0.00000e+000 0.000 2.53915e-001 -179.707 1.00000e+000 0.000 2.90564e+002 -0.299 0.00000e+000 0.000 6.89092e-008 -90.299 9.35412e-014 -89.847 2.80633e+000 179.701 3.50791e+000 -0.299
1.0000e+001 2.80633e+004 179.694 0.00000e+000 0.000 6.66669e-001 -0.102 0.00000e+000 0.000 2.53915e-001 -179.700 1.00000e+000 0.000 2.90564e+002 -0.306 0.00000e+000 0.000 7.05306e-008 -90.306 9.57424e-014 -89.843 2.80633e+000 179.694 3.50791e+000 -0.306
1.0235e+001 2.80632e+004 179.686 0.00000e+000 0.000 6.66669e-001 -0.104 0.00000e+000 0.000 2.53916e-001 -179.693 1.00000e+000 0.000 2.90564e+002 -0.314 0.00000e+000 0.000 7.21902e-008 -90.314 9.79954e-014 -89.840 2.80632e+000 179.686 3.50790e+000 -0.314
1.0476e+001 2.80632e+004 179.679 0.00000e+000 0.000 6.66669e-001 -0.107 0.00000e+000 0.000 2.53917e-001 -179.686 1.00000e+000 0.000 2.90564e+002 -0.321 0.00000e+000 0.000 7.38889e-008 -90.321 1.00301e-013 -89.836 2.80632e+000 179.679 3.50790e+000 -0.321
1.0723e+001 2.80632e+004 179.671 0.00000e+000 0.000 6.66668e-001 -0.109 0.00000e+000 0.000 2.53917e-001 -179.678 1.00000e+000 0.000 2.90564e+002 -0.329 0.00000e+000 0.000 7.56275e-008 -90.329 1.02662e-013 -89.832 2.80632e+000 179.671 3.50790e+000 -0.329
1.0975e+001 2.80632e+004 179.664 0.00000e+000 0.000 6.66668e-001 -0.112 0.00000e+000 0.000 2.53918e-001 -179.671 1.00000e+000 0.000 2.90563e+002 -0.336 0.00000e+000 0.000 7.74070e-008 -90.336 1.05078e-013 -89.828 2.80632e+000 179.664 3.50790e+000 -0.336
1.1233e+001 2.80631e+004 179.656 0.00000e+000 0.000 6.66668e-001 -0.114 0.00000e+000 0.000 2.53918e-001 -179.663 1.00000e+000 0.000 2.90563e+002 -0.344 0.00000e+000 0.000 7.92285e-008 -90.344 1.07550e-013 -89.824 2.80631e+000 179.656 3.50789e+000 -0.344
1.1498e+001 2.80631e+004 179.648 0.00000e+000 0.000 6.66668e-001 -0.117 0.00000e+000 0.000 2.53919e-001 -179.655 1.00000e+000 0.000 2.90563e+002 -0.352 0.00000e+000 0.000 8.10927e-008 -90.352 1.10081e-013 -89.820 2.80631e+000 179.648 3.50789e+000 -0.352
1.1768e+001 2.80631e+004 179.639 0.00000e+000 0.000 6.66667e-001 -0.120 0.00000e+000 0.000 2.53920e-001 -179.647 1.00000e+000 0.000 2.90563e+002 -0.361 0.00000e+000 0.000 8.30008e-008 -90.361 1.12672e-013 -89.816 2.80631e+000 179.639 3.50789e+000 -0.361
1.2045e+001 2.80631e+004 179.631 0.00000e+000 0.000 6.66667e-001 -0.123 0.00000e+000 0.000 2.53920e-001 -179.639 1.00000e+000 0.000 2.90562e+002 -0.369 0.00000e+000 0.000 8.49538e-008 -90.369 1.15323e-013 -89.811 2.80631e+000 179.631 3.50788e+000 -0.369
1.2328e+001 2.80630e+004 179.622 0.00000e+000 0.000 6.66666e-001 -0.125 0.00000e+000 0.000 2.53921e-001 -179.630 1.00000e+000 0.000 2.90562e+002 -0.378 0.00000e+000 0.000 8.69528e-008 -90.378 1.18037e-013 -89.807 2.80630e+000 179.622 3.50788e+000 -0.378
1.2619e+001 2.80630e+004 179.613 0.00000e+000 0.000 6.66666e-001 -0.128 0.00000e+000 0.000 2.53922e-001 -179.621 1.00000e+000 0.000 2.90562e+002 -0.387 0.00000e+000 0.000 8.89988e-008 -90.387 1.20815e-013 -89.802 2.80630e+000 179.613 3.50788e+000 -0.387
1.2915e+001 2.80630e+004 179.604 0.00000e+000 0.000 6.66666e-001 -0.131 0.00000e+000 0.000 2.53923e-001 -179.612 1.00000e+000 0.000 2.90561e+002 -0.396 0.00000e+000 0.000 9.10929e-008 -90.396 1.23658e-013 -89.798 2.80630e+000 179.604 3.50787e+000 -0.396
1.3219e+001 2.80630e+004 179.595 0.00000e+000 0.000 6.66665e-001 -0.135 0.00000e+000 0.000 2.53923e-001 -179.603 1.00000e+000 0.000 2.90561e+002 -0.405 0.00000e+000 0.000 9.32363e-008 -90.405 1.26568e-013 -89.793 2.80630e+000 179.595 3.50787e+000 -0.405
1.3530e+001 2.80629e+004 179.585 0.00000e+000 0.000 6.66665e-001 -0.138 0.00000e+000 0.000 2.53924e-001 -179.594 1.00000e+000 0.000 2.90561e+002 -0.415 0.00000e+000 0.000 9.54302e-008 -90.415 1.29546e-013 -89.788 2.80629e+000 179.585 3.50786e+000 -0.415
1.3849e+001 2.80629e+004 179.576 0.00000e+000 0.000 6.66664e-001 -0.141 0.00000e+000 0.000 2.53925e-001 -179.584 1.00000e+000 0.000 2.90560e+002 -0.424 0.00000e+000 0.000 9.76756e-008 -90.424 1.32595e-013 -89.783 2.80629e+000 179.576 3.50786e+000 -0.424
1.4175e+001 2.80628e+004 179.566 0.00000e+000 0.000 6.66664e-001 -0.144 0.00000e+000 0.000 2.53926e-001 -179.575 1.00000e+000 0.000 2.90560e+002 -0.434 0.00000e+000 0.000 9.99739e-008 -90.434 1.35715e-013 -89.778 2.80628e+000 179.566 3.50786e+000 -0.434
1.4508e+001 2.80628e+004 179.555 0.00000e+000 0.000 6.66663e-001 -0.148 0.00000e+000 0.000 2.53927e-001 -179.565 1.00000e+000 0.000 2.90560e+002 -0.445 0.00000e+000 0.000 1.02326e-007 -90.445 1.38909e-013 -89.773 2.80628e+000 179.555 3.50785e+000 -0.445
1.4850e+001 2.80628e+004 179.545 0.00000e+000 0.000 6.66663e-001 -0.151 0.00000e+000 0.000 2.53928e-001 -179.554 1.00000e+000 0.000 2.90559e+002 -0.455 0.00000e+000 0.000 1.04734e-007 -90.455 1.42178e-013 -89.768 2.80628e+000 179.545 3.50785e+000 -0.455
1.5199e+001 2.80627e+004 179.534 0.00000e+000 0.000 6.66662e-001 -0.155 0.00000e+000 0.000 2.53929e-001 -179.544 1.00000e+000 0.000 2.90559e+002 -0.466 0.00000e+000 0.000 1.07198e-007 -90.466 1.45523e-013 -89.762 2.80627e+000 179.534 3.50784e+000 -0.466
1.5557e+001 2.80627e+004 179.523 0.00000e+000 0.000 6.66662e-001 -0.158 0.00000e+000 0.000 2.53931e-001 -179.533 1.00000e+000 0.000 2.90558e+002 -0.477 0.00000e+000 0.000 1.09721e-007 -90.477 1.48948e-013 -89.757 2.80627e+000 179.523 3.50783e+000 -0.477
1.5923e+001 2.80626e+004 179.512 0.00000e+000 0.000 6.66661e-001 -0.162 0.00000e+000 0.000 2.53932e-001 -179.522 1.00000e+000 0.000 2.90558e+002 -0.488 0.00000e+000 0.000 1.12302e-007 -90.488 1.52453e-013 -89.751 2.80626e+000 179.512 3.50783e+000 -0.488
1.6298e+001 2.80626e+004 179.501 0.00000e+000 0.000 6.66660e-001 -0.166 0.00000e+000 0.000 2.53933e-001 -179.511 1.00000e+000 0.000 2.90557e+002 -0.499 0.00000e+000 0.000 1.14945e-007 -90.499 1.56041e-013 -89.745 2.80626e+000 179.501 3.50782e+000 -0.499
1.6681e+001 2.80625e+004 179.489 0.00000e+000 0.000 6.66660e-001 -0.170 0.00000e+000 0.000 2.53934e-001 -179.499 1.00000e+000 0.000 2.90557e+002 -0.511 0.00000e+000 0.000 1.17649e-007 -90.511 1.59713e-013 -89.739 2.80625e+000 179.489 3.50782e+000 -0.511
1.7074e+001 2.80625e+004 179.477 0.00000e+000 0.000 6.66659e-001 -0.174 0.00000e+000 0.000 2.53936e-001 -179.488 1.00000e+000 0.000 2.90556e+002 -0.523 0.00000e+000 0.000 1.20417e-007 -90.523 1.63472e-013 -89.733 2.80625e+000 179.477 3.50781e+000 -0.523
1.7475e+001 2.80624e+004 179.465 0.00000e+000 0.000 6.66658e-001 -0.178 0.00000e+000 0.000 2.53937e-001 -179.476 1.00000e+000 0.000 2.90556e+002 -0.535 0.00000e+000 0.000 1.23251e-007 -90.535 1.67319e-013 -89.726 2.80624e+000 179.465 3.50780e+000 -0.535
1.7886e+001 2.80624e+004 179.452 0.00000e+000 0.000 6.66658e-001 -0.182 0.00000e+000 0.000 2.53939e-001 -179.463 1.00000e+000 0.000 2.90555e+002 -0.548 0.00000e+000 0.000 1.26151e-007 -90.548 1.71257e-013 -89.720 2.80624e+000 179.452 3.50780e+000 -0.548
1.8307e+001 2.80623e+004 179.439 0.00000e+000 0.000 6.66657e-001 -0.186 0.00000e+000 0.000 2.53940e-001 -179.451 1.00000e+000 0.000 2.90554e+002 -0.561 0.00000e+000 0.000 1.29119e-007 -90.561 1.75287e-013 -89.713 2.80623e+000 179.439 3.50779e+000 -0.561
1.8738e+001 2.80622e+004 179.426 0.00000e+000 0.000 6.66656e-001 -0.191 0.00000e+000 0.000 2.53942e-001 -179.438 1.00000e+000 0.000 2.90554e+002 -0.574 0.00000e+000 0.000 1.32157e-007 -90.574 1.79412e-013 -89.707 2.80622e+000 179.426 3.50778e+000 -0.574
1.9179e+001 2.80622e+004 179.412 0.00000e+000 0.000 6.66655e-001 -0.195 0.00000e+000 0.000 2.53944e-001 -179.425 1.00000e+000 0.000 2.90553e+002 -0.588 0.00000e+000 0.000 1.35266e-007 -90.588 1.83634e-013 -89.700 2.80622e+000 179.412 3.50777e+000 -0.588
1.9630e+001 2.80621e+004 179.399 0.00000e+000 0.000 6.66654e-001 -0.200 0.00000e+000 0.000 2.53946e-001 -179.411 1.00000e+000 0.000 2.90552e+002 -0.601 0.00000e+000 0.000 1.38449e-007 -90.601 1.87956e-013 -89.693 2.80621e+000 179.399 3.50776e+000 -0.601
2.0092e+001 2.80620e+004 179.384 0.00000e+000 0.000 6.66653e-001 -0.204 0.00000e+000 0.000 2.53948e-001 -179.397 1.00000e+000 0.000 2.90552e+002 -0.616 0.00000e+000 0.000 1.41706e-007 -90.616 1.92380e-013 -89.686 2.80620e+000 179.384 3.50775e+000 -0.616
2.0565e+001 2.80620e+004 179.370 0.00000e+000 0.000 6.66652e-001 -0.209 0.00000e+000 0.000 2.53950e-001 -179.383 1.00000e+000 0.000 2.90551e+002 -0.630 0.00000e+000 0.000 1.45040e-007 -90.630 1.96907e-013 -89.678 2.80620e+000 179.370 3.50774e+000 -0.630
2.1049e+001 2.80619e+004 179.355 0.00000e+000 0.000 6.66651e-001 -0.214 0.00000e+000 0.000 2.53952e-001 -179.368 1.00000e+000 0.000 2.90550e+002 -0.645 0.00000e+000 0.000 1.48453e-007 -90.645 2.01541e-013 -89.671 2.80619e+000 179.355 3.50773e+000 -0.645
2.1544e+001 2.80618e+004 179.340 0.00000e+000 0.000 6.66650e-001 -0.219 0.00000e+000 0.000 2.53954e-001 -179.354 1.00000e+000 0.000 2.90549e+002 -0.660 0.00000e+000 0.000 1.51946e-007 -90.660 2.06285e-013 -89.663 2.80618e+000 179.340 3.50772e+000 -0.660
2.2051e+001 2.80617e+004 179.324 0.00000e+000 0.000 6.66649e-001 -0.224 0.00000e+000 0.000 2.53956e-001 -179.338 1.00000e+000 0.000 2.90548e+002 -0.676 0.00000e+000 0.000 1.55521e-007 -90.676 2.11140e-013 -89.655 2.80617e+000 179.324 3.50771e+000 -0.676
2.2570e+001 2.80616e+004 179.308 0.00000e+000 0.000 6.66648e-001 -0.230 0.00000e+000 0.000 2.53959e-001 -179.323 1.00000e+000 0.000 2.90547e+002 -0.692 0.00000e+000 0.000 1.59180e-007 -90.692 2.16109e-013 -89.647 2.80616e+000 179.308 3.50770e+000 -0.692
2.3101e+001 2.80615e+004 179.292 0.00000e+000 0.000 6.66646e-001 -0.235 0.00000e+000 0.000 2.53961e-001 -179.307 1.00000e+000 0.000 2.90546e+002 -0.708 0.00000e+000 0.000 1.62925e-007 -90.708 2.21195e-013 -89.638 2.80615e+000 179.292 3.50769e+000 -0.708
2.3645e+001 2.80614e+004 179.276 0.00000e+000 0.000 6.66645e-001 -0.241 0.00000e+000 0.000 2.53964e-001 -179.291 1.00000e+000 0.000 2.90545e+002 -0.724 0.00000e+000 0.000 1.66758e-007 -90.724 2.26401e-013 -89.630 2.80614e+000 179.276 3.50768e+000 -0.724
2.4201e+001 2.80613e+004 179.259 0.00000e+000 0.000 6.66644e-001 -0.246 0.00000e+000 0.000 2.53967e-001 -179.274 1.00000e+000 0.000 2.90544e+002 -0.741 0.00000e+000 0.000 1.70681e-007 -90.741 2.31730e-013 -89.621 2.80613e+000 179.259 3.50766e+000 -0.741
2.4771e+001 2.80612e+004 179.241 0.00000e+000 0.000 6.66642e-001 -0.252 0.00000e+000 0.000 2.53970e-001 -179.257 1.00000e+000 0.000 2.90543e+002 -0.759 0.00000e+000 0.000 1.74697e-007 -90.759 2.37184e-013 -89.612 2.80612e+000 179.241 3.50765e+000 -0.759
2.5354e+001 2.80611e+004 179.223 0.00000e+000 0.000 6.66641e-001 -0.258 0.00000e+000 0.000 2.53973e-001 -179.239 1.00000e+000 0.000 2.90542e+002 -0.777 0.00000e+000 0.000 1.78807e-007 -90.777 2.42766e-013 -89.603 2.80611e+000 179.223 3.50763e+000 -0.777
2.5950e+001 2.80610e+004 179.205 0.00000e+000 0.000 6.66639e-001 -0.264 0.00000e+000 0.000 2.53976e-001 -179.222 1.00000e+000 0.000 2.90540e+002 -0.795 0.00000e+000 0.000 1.83014e-007 -90.795 2.48480e-013 -89.594 2.80610e+000 179.205 3.50762e+000 -0.795
2.6561e+001 2.80608e+004 179.186 0.00000e+000 0.000 6.66637e-001 -0.270 0.00000e+000 0.000 2.53980e-001 -179.203 1.00000e+000 0.000 2.90539e+002 -0.814 0.00000e+000 0.000 1.87319e-007 -90.814 2.54329e-013 -89.584 2.80608e+000 179.186 3.50760e+000 -0.814
2.7186e+001 2.80607e+004 179.167 0.00000e+000 0.000 6.66635e-001 -0.277 0.00000e+000 0.000 2.53983e-001 -179.185 1.00000e+000 0.000 2.90538e+002 -0.833 0.00000e+000 0.000 1.91726e-007 -90.833 2.60315e-013 -89.575 2.80607e+000 179.167 3.50759e+000 -0.833
2.7826e+001 2.80605e+004 179.147 0.00000e+000 0.000 6.66634e-001 -0.283 0.00000e+000 0.000 2.53987e-001 -179.165 1.00000e+000 0.000 2.90536e+002 -0.853 0.00000e+000 0.000 1.96237e-007 -90.853 2.66442e-013 -89.565 2.80605e+000 179.147 3.50757e+000 -0.853
2.8480e+001 2.80604e+004 179.127 0.00000e+000 0.000 6.66632e-001 -0.290 0.00000e+000 0.000 2.53991e-001 -179.146 1.00000e+000 0.000 2.90535e+002 -0.873 0.00000e+000 0.000 2.00853e-007 -90.873 2.72713e-013 -89.554 2.80604e+000 179.127 3.50755e+000 -0.873
2.9151e+001 2.80602e+004 179.107 0.00000e+000 0.000 6.66630e-001 -0.297 0.00000e+000 0.000 2.53995e-001 -179.126 1.00000e+000 0.000 2.90533e+002 -0.893 0.00000e+000 0.000 2.05578e-007 -90.893 2.79133e-013 -89.544 2.80602e+000 179.107 3.50753e+000 -0.893
2.9836e+001 2.80601e+004 179.086 0.00000e+000 0.000 6.66628e-001 -0.304 0.00000e+000 0.000 2.53999e-001 -179.105 1.00000e+000 0.000 2.90531e+002 -0.914 0.00000e+000 0.000 2.10415e-007 -90.914 2.85703e-013 -89.533 2.80601e+000 179.086 3.50751e+000 -0.914
3.0539e+001 2.80599e+004 179.064 0.00000e+000 0.000 6.66625e-001 -0.311 0.00000e+000 0.000 2.54004e-001 -179.084 1.00000e+000 0.000 2.90530e+002 -0.936 0.00000e+000 0.000 2.15365e-007 -90.936 2.92428e-013 -89.522 2.80599e+000 179.064 3.50749e+000 -0.936
3.1257e+001 2.80597e+004 179.042 0.00000e+000 0.000 6.66623e-001 -0.318 0.00000e+000 0.000 2.54008e-001 -179.063 1.00000e+000 0.000 2.90528e+002 -0.958 0.00000e+000 0.000 2.20431e-007 -90.958 2.99312e-013 -89.511 2.80597e+000 179.042 3.50747e+000 -0.958
3.1993e+001 2.80595e+004 179.020 0.00000e+000 0.000 6.66620e-001 -0.325 0.00000e+000 0.000 2.54013e-001 -179.041 1.00000e+000 0.000 2.90526e+002 -0.980 0.00000e+000 0.000 2.25617e-007 -90.980 3.06357e-013 -89.499 2.80595e+000 179.020 3.50744e+000 -0.980
3.2745e+001 2.80594e+004 178.997 0.00000e+000 0.000 6.66618e-001 -0.333 0.00000e+000 0.000 2.54018e-001 -179.018 1.00000e+000 0.000 2.90524e+002 -1.003 0.00000e+000 0.000 2.30924e-007 -91.003 3.13569e-013 -89.488 2.80594e+000 178.997 3.50742e+000 -1.003
3.3516e+001 2.80591e+004 178.973 0.00000e+000 0.000 6.66615e-001 -0.341 0.00000e+000 0.000 2.54024e-001 -178.995 1.00000e+000 0.000 2.90522e+002 -1.027 0.00000e+000 0.000 2.36356e-007 -91.027 3.20951e-013 -89.476 2.80591e+000 178.973 3.50739e+000 -1.027
3.4305e+001 2.80589e+004 178.949 0.00000e+000 0.000 6.66612e-001 -0.349 0.00000e+000 0.000 2.54030e-001 -178.971 1.00000e+000 0.000 2.90520e+002 -1.051 0.00000e+000 0.000 2.41916e-007 -91.051 3.28506e-013 -89.463 2.80589e+000 178.949 3.50737e+000 -1.051
3.5112e+001 2.80587e+004 178.924 0.00000e+000 0.000 6.66609e-001 -0.357 0.00000e+000 0.000 2.54035e-001 -178.947 1.00000e+000 0.000 2.90517e+002 -1.076 0.00000e+000 0.000 2.47606e-007 -91.076 3.36240e-013 -89.451 2.80587e+000 178.924 3.50734e+000 -1.076
3.5938e+001 2.80585e+004 178.899 0.00000e+000 0.000 6.66606e-001 -0.366 0.00000e+000 0.000 2.54042e-001 -178.922 1.00000e+000 0.000 2.90515e+002 -1.101 0.00000e+000 0.000 2.53431e-007 -91.101 3.44156e-013 -89.438 2.80585e+000 178.899 3.50731e+000 -1.101
3.6784e+001 2.80582e+004 178.873 0.00000e+000 0.000 6.66603e-001 -0.374 0.00000e+000 0.000 2.54048e-001 -178.897 1.00000e+000 0.000 2.90512e+002 -1.127 0.00000e+000 0.000 2.59392e-007 -91.127 3.52258e-013 -89.425 2.80582e+000 178.873 3.50728e+000 -1.127
3.7649e+001 2.80580e+004 178.847 0.00000e+000 0.000 6.66600e-001 -0.383 0.00000e+000 0.000 2.54055e-001 -178.871 1.00000e+000 0.000 2.90510e+002 -1.153 0.00000e+000 0.000 2.65493e-007 -91.153 3.60551e-013 -89.411 2.80580e+000 178.847 3.50725e+000 -1.153
3.8535e+001 2.80577e+004 178.819 0.00000e+000 0.000 6.66596e-001 -0.392 0.00000e+000 0.000 2.54062e-001 -178.845 1.00000e+000 0.000 2.90507e+002 -1.181 0.00000e+000 0.000 2.71738e-007 -91.181 3.69040e-013 -89.397 2.80577e+000 178.819 3.50721e+000 -1.181
3.9442e+001 2.80574e+004 178.792 0.00000e+000 0.000 6.66592e-001 -0.401 0.00000e+000 0.000 2.54070e-001 -178.818 1.00000e+000 0.000 2.90504e+002 -1.208 0.00000e+000 0.000 2.78129e-007 -91.208 3.77729e-013 -89.383 2.80574e+000 178.792 3.50718e+000 -1.208
4.0370e+001 2.80571e+004 178.763 0.00000e+000 0.000 6.66588e-001 -0.411 0.00000e+000 0.000 2.54077e-001 -178.790 1.00000e+000 0.000 2.90501e+002 -1.237 0.00000e+000 0.000 2.84671e-007 -91.237 3.86622e-013 -89.369 2.80571e+000 178.763 3.50714e+000 -1.237
4.1320e+001 2.80568e+004 178.734 0.00000e+000 0.000 6.66584e-001 -0.420 0.00000e+000 0.000 2.54086e-001 -178.761 1.00000e+000 0.000 2.90498e+002 -1.266 0.00000e+000 0.000 2.91366e-007 -91.266 3.95725e-013 -89.354 2.80568e+000 178.734 3.50710e+000 -1.266
4.2292e+001 2.80565e+004 178.704 0.00000e+000 0.000 6.66580e-001 -0.430 0.00000e+000 0.000 2.54094e-001 -178.732 1.00000e+000 0.000 2.90494e+002 -1.296 0.00000e+000 0.000 2.98219e-007 -91.296 4.05043e-013 -89.339 2.80565e+000 178.704 3.50706e+000 -1.296
4.3288e+001 2.80561e+004 178.674 0.00000e+000 0.000 6.66576e-001 -0.440 0.00000e+000 0.000 2.54103e-001 -178.703 1.00000e+000 0.000 2.90491e+002 -1.326 0.00000e+000 0.000 3.05233e-007 -91.326 4.14581e-013 -89.323 2.80561e+000 178.674 3.50702e+000 -1.326
4.4306e+001 2.80558e+004 178.643 0.00000e+000 0.000 6.66571e-001 -0.451 0.00000e+000 0.000 2.54113e-001 -178.672 1.00000e+000 0.000 2.90487e+002 -1.357 0.00000e+000 0.000 3.12411e-007 -91.357 4.24343e-013 -89.307 2.80558e+000 178.643 3.50697e+000 -1.357
4.5349e+001 2.80554e+004 178.611 0.00000e+000 0.000 6.66566e-001 -0.461 0.00000e+000 0.000 2.54123e-001 -178.641 1.00000e+000 0.000 2.90483e+002 -1.389 0.00000e+000 0.000 3.19758e-007 -91.389 4.34336e-013 -89.291 2.80554e+000 178.611 3.50693e+000 -1.389
4.6416e+001 2.80550e+004 178.578 0.00000e+000 0.000 6.66561e-001 -0.472 0.00000e+000 0.000 2.54133e-001 -178.609 1.00000e+000 0.000 2.90479e+002 -1.422 0.00000e+000 0.000 3.27278e-007 -91.422 4.44564e-013 -89.274 2.80550e+000 178.578 3.50688e+000 -1.422
4.7508e+001 2.80546e+004 178.545 0.00000e+000 0.000 6.66555e-001 -0.483 0.00000e+000 0.000 2.54144e-001 -178.576 1.00000e+000 0.000 2.90475e+002 -1.455 0.00000e+000 0.000 3.34974e-007 -91.455 4.55034e-013 -89.257 2.80546e+000 178.545 3.50682e+000 -1.455
4.8626e+001 2.80542e+004 178.510 0.00000e+000 0.000 6.66550e-001 -0.495 0.00000e+000 0.000 2.54155e-001 -178.543 1.00000e+000 0.000 2.90470e+002 -1.490 0.00000e+000 0.000 3.42851e-007 -91.490 4.65750e-013 -89.240 2.80542e+000 178.510 3.50677e+000 -1.490
4.9770e+001 2.80537e+004 178.475 0.00000e+000 0.000 6.66544e-001 -0.506 0.00000e+000 0.000 2.54167e-001 -178.509 1.00000e+000 0.000 2.90466e+002 -1.525 0.00000e+000 0.000 3.50913e-007 -91.525 4.76720e-013 -89.222 2.80537e+000 178.475 3.50671e+000 -1.525
5.0941e+001 2.80532e+004 178.440 0.00000e+000 0.000 6.66538e-001 -0.518 0.00000e+000 0.000 2.54179e-001 -178.474 1.00000e+000 0.000 2.90461e+002 -1.560 0.00000e+000 0.000 3.59165e-007 -91.560 4.87948e-013 -89.204 2.80532e+000 178.440 3.50666e+000 -1.560
5.2140e+001 2.80527e+004 178.403 0.00000e+000 0.000 6.66531e-001 -0.530 0.00000e+000 0.000 2.54193e-001 -178.438 1.00000e+000 0.000 2.90456e+002 -1.597 0.00000e+000 0.000 3.67610e-007 -91.597 4.99441e-013 -89.185 2.80527e+000 178.403 3.50659e+000 -1.597
5.3367e+001 2.80522e+004 178.365 0.00000e+000 0.000 6.66524e-001 -0.543 0.00000e+000 0.000 2.54206e-001 -178.401 1.00000e+000 0.000 2.90450e+002 -1.635 0.00000e+000 0.000 3.76253e-007 -91.635 5.11206e-013 -89.166 2.80522e+000 178.365 3.50653e+000 -1.635
5.4623e+001 2.80517e+004 178.327 0.00000e+000 0.000 6.66517e-001 -0.555 0.00000e+000 0.000 2.54221e-001 -178.364 1.00000e+000 0.000 2.90445e+002 -1.673 0.00000e+000 0.000 3.85099e-007 -91.673 5.23248e-013 -89.146 2.80517e+000 178.327 3.50646e+000 -1.673
5.5908e+001 2.80511e+004 178.287 0.00000e+000 0.000 6.66510e-001 -0.569 0.00000e+000 0.000 2.54236e-001 -178.326 1.00000e+000 0.000 2.90439e+002 -1.712 0.00000e+000 0.000 3.94153e-007 -91.713 5.35574e-013 -89.126 2.80511e+000 178.287 3.50639e+000 -1.713
